Item ID (hex), Buy Price, Sell Price, Item Name, item_type, file_name, file_desc
0D2C, 600, 150, small young peach, Kind_Tree, PltPeach1, モモのわかぎS
0D2D, 800, 200, medium young peach, Kind_Tree, PltPeach2, モモのわかぎM
0D2E, 1000, 250, large young peach, Kind_Tree, PltPeach3, モモのわかぎL
0D2F, 1200, 300, peach tree, Kind_Tree, PltPeach4, モモのき
0D31, 400, 100, nursery cherry, Kind_Tree, PltCherry0, さくらんぼのようぼく
0D32, 600, 150, small young cherry, Kind_Tree, PltCherry1, さくらんぼのわかぎS
0D33, 800, 200, medium young cherry, Kind_Tree, PltCherry2, さくらんぼのわかぎM
0D34, 1000, 250, large young cherry, Kind_Tree, PltCherry3, さくらんぼのわかぎL
0D35, 1200, 300, cherry tree, Kind_Tree, PltCherry4, さくらんぼのき
0D37, 800, 200, striped tank, Top_Short, TopsTexTopTshirtsNBorder0, ボーダーのタンクトップ・グリーン
0D38, 920, 230, lace skirt, Bottoms_Middle, BottomsTexSkirtAlineLace0, レーススカート・ホワイト
0D39, 4240, 1060, ruffled dress, Onepiece_Middle, TopsTexOnepieceBalloonLCorset0, コルセットドレス・パープル
0D3A, 1600, 400, shirtdress, Onepiece_Middle, TopsTexOnepieceBoxLShirt0, シャツワンピ・ネイビー
0D3B, 1600, 400, sleeveless shirtdress, Onepiece_Middle, TopsTexOnepieceAlineNShirt0, そでなしシャツワンピ・ブルー
0D3C, 2500, 625, tuxedo jacket, Top_Middle, TopsTexTopYshirtsLTuxedo0, タキシード・ブラック
0D44, 13320, 3330, natural garden table, Ftr_2x2_Floor, FtrGardenTableNatural, ナチュラルなガーデンテーブル
0D45, 4800, 1200, stone table, Ftr_2x2_Floor, FtrStoneTable, いしのテーブル
0D46, 1800, 450, stone stool, Ftr_1x1_Chair, FtrStoneChair, いしのスツール
0D47, 860, 215, intercom monitor, Kind_Ftr, FtrIntercom, インターフォンモニター
0D48, 530, 132, dish-drying rack, Ftr_1x1_Floor, FtrDrainerbasket, みずきりラック
0D49, 2500, 625, morning coat, Top_Long, TopsTexTopCoatLMorningcoatBlack, モーニングコート・ブラック
0D4A, 384, 96, vertical-board fence, Kind_Fence, ItemFenceVerticalWood, たていたのさく
0D4B, 384, 96, bamboo lattice fence, Kind_Fence, ItemFenceBamboo, たけがき
0D4D, 1300, 325, dress pants, Bottoms_Long, BottomsTexPantsWideSchool0, せいふくのズボン・グリーン
0D4E, 9600, 2400, beekeeper's hive, Ftr_1x1_Floor, FtrBeekeepingbox, ようほうばこ
0D4F, 10000, 2500, katana, Ftr_2x1_Floor, FtrJapanSword, にほんとう
0D50, 1300, 325, flashy slacks, Bottoms_Long, BottomsTexPantsNormalSlacksgaudy0, ハデなスラックス・ホワイト
0D51, 1920, 480, jockey uniform, Onepiece_Long, TopsTexOnepieceOverallLJockey0, ジョッキーのふく・たすき
0D52, 480, 120, small cardboard boxes, Ftr_1x1_Floor, FtrMovingboxS, ひっこしダンボールS
0D53, 960, 240, medium cardboard boxes, Ftr_2x1_Floor, FtrMovingboxM, ひっこしダンボールM
0D54, 1200, 300, large cardboard boxes, Ftr_2x2_Floor, FtrMovingboxL, ひっこしダンボールL
0D55, 888, 222, UNUSED, Kind_Giftbox, FtrPresentboxS, プレゼントBOXS
0D57, 2200, 550, termite mound, Ftr_1x1_Floor, FtrAnthill, アリづか
0D58, 3000, 750, soft-serve lamp, Ftr_1x1_Floor, FtrLampSoftcream, ソフトクリームランプ
0D59, 1700, 425, bear costume, Onepiece_Long, TopsTexOnepieceOverallLBear0, クマなふく・ブラウン
0D5C, 2240, 560, firefighter uniform, Onepiece_Long, TopsTexOnepieceSalopetteLFirefighter0, しょうぼうしのふく・ブラック
0D5D, 1700, 425, frog costume, Onepiece_Long, TopsTexOnepieceOverallLFrog0, カエルなふく・グリーン
0D60, 1700, 425, kappa costume, Onepiece_Long, TopsTexOnepieceOverallLKappa0, カッパスーツ・グリーン
0D64, 22000, 5500, wall-mounted TV (50 in.), Kind_Ftr, FtrTV50inchWall, かべかけテレビ 50インチ
0D66, 60000, 15000, playground gym, Ftr_2x2_Floor, FtrJunglegym, ジャングルジム
0D67, 1400, 350, wall fan, Kind_Ftr, FtrFanRetroWall, かべかけせんぷうき
0D6B, 6000, 1500, fashionable royal dress, Onepiece_Dress, TopsTexOnepieceDressLClassic0, アントワネットなドレス・グリーン
0D6C, 5760, 1440, wooden wardrobe, Ftr_1x1_Floor, FtrWoodenCloset, もくせいクロゼット
0D6E, 3840, 960, wooden end table, Ftr_1x1_Floor, FtrWoodenTableS, もくせいサイドテーブル
0D6F, 7200, 1800, wooden table, Ftr_2x2_Floor, FtrWoodenTableL, もくせいテーブル
0D71, 2520, 630, palatial tank dress, Onepiece_Long, TopsTexOnepieceAlongNNile, ナイルなふく・ホワイト
0D72, 1000, 250, sturdy sewing box, Ftr_1x1_Floor, FtrSewingbox, さいほうばこ
0D73, 430, 107, sewing project, Ftr_1x1_Floor, FtrSewingset, ソーイングセット
0D74, 2700, 675, wheelchair, Ftr_1x1_Chair, FtrWheelchair, くるまイス
0D75, 9000, 2250, standard umbrella stand, Ftr_1x1_Floor, FtrUmbrellastand, かさたて
0D76, 18000, 4500, western-style stone, Ftr_2x1_Floor, FtrGravestoneEuropean, ようふうのはかいし
0D78, 1050, 262, jumper work suit, Onepiece_Long, TopsTexOnepieceOverallLWorkwear0, さぎょうぎ・オレンジ
0D79, 1920, 480, wooden stool, Ftr_1x1_Chair, FtrWoodenStoolS, もくせいスツール
0D7A, 2240, 560, jester costume, Onepiece_Long, TopsTexOnepieceOverallLClown0, ピエロのふく・パープル＆イエロー
0D7B, 2760, 690, zap suit, Onepiece_Long, TopsTexOnepieceOverallLHero0, ヒーロースーツ・ピンク
0D7C, 1820, 455, jinbei, Onepiece_Long, TopsTexOnepieceOverallHJinbei0, じんべい・こん
0D84, 2240, 560, ninja costume, Onepiece_Long, TopsTexOnepieceOverallLNinja0, しのびのふく・こん
0D86, 2500, 625, dragon suit, Onepiece_Long, TopsTexOnepieceOverallLDragonYellow, ドラゴンスーツ・イエロー
0D87, 1540, 385, western pants, Bottoms_Long, BottomsTexPantsWideCowboyBrown, カウボーイパンツ・ブラウン
0D88, 1920, 480, concierge uniform, Onepiece_Long, TopsTexOnepieceOverallLHotel0, ホテルマンなふく・グリーン
0D8A, 40, 10, empty can, Kind_Trash, TrashCan, あきカン
0D8B, 1000, 250, tea set, Ftr_1x1_Floor, FtrTeaset, ティーセット
0D8C, 380, 95, beach towel, Ftr_2x1_Bed, FtrBeachtowel, ビーチタオル
0D8D, 40, 10, boot, Kind_Trash, TrashBoot, ながぐつ
0D8E, 40, 10, old tire, Kind_Trash, TrashTire, タイヤ
0D8F, 340, 85, switch, Kind_Ftr, FtrSwitchWall, スイッチ
0D90, 240000, 60000, golden toilet, Ftr_1x1_Floor, FtrGoldWC, おうごんのトイレ
0D91, 200000, 50000, golden seat, Ftr_2x1_Floor, FtrGoldbench, おうごんのベンチ
0D92, 1400, 350, tailored jacket, Top_Middle, TopsTexTopYshirtsLTailored0, テーラードジャケット・グレー
0D93, 2800, 700, flight-crew uniform, Onepiece_Middle, TopsTexOnepieceBoxLAttendant0, フライトアテンダントのふく・ネイビー
0D95, 1200, 300, common bluebottle, Kind_Insect, FtrInsectAosujiageha, アオスジアゲハ
0D96, 4000, 1000, paper kite butterfly, Kind_Insect, FtrInsectOhgomamadara, オオゴマダラ
0D97, 12000, 3000, great purple emperor, Kind_Insect, FtrInsectOhmurasaki, オオムラサキ
0D98, 800, 200, drone beetle, Kind_Insect, FtrInsectKanabun, カナブン
0D9A, 48000, 12000, giraffe stag, Kind_Insect, FtrInsectGirafanokogirikuwagata, ギラファノコギリクワガタ
0D9B, 4000, 1000, man-faced stink bug, Kind_Insect, FtrInsectJinmenkamemushi, ジンメンカメムシ
0D9C, 10000, 2500, Madagascan sunset moth, Kind_Insect, FtrInsectNishikiohtsubamega, ニシキオオツバメガ
0D9D, 3200, 800, blue weevil beetle, Kind_Insect, FtrInsectHousekizoumushi, ホウセキゾウムシ
0D9F, 12000, 3000, rosalia batesi beetle, Kind_Insect, FtrInsectRuriboshikamikiri, ルリボシカミキリ
0DA1, 1400, 350, sweater-vest, Top_Middle, TopsTexTopYshirtsLVest0, チョッキつきワイシャツ・ベージュ
0DA2, 1920, 480, wooden waste bin, Ftr_1x1_Floor, FtrTrashboxWood, もくせいのくずかご
0DA4, 4000, 1000, mage's robe, Onepiece_Long, TopsTexOnepieceAlongLWitch0, まほうつかいのローブ・ブラック
0DA5, 2520, 630, áo dài, Onepiece_Long, TopsTexOnepieceBlongLAodai0, アオザイ・ホワイト
0DA9, 32800, 8200, frozen table, Ftr_2x2_Floor, FtrIceTableL, こおりのテーブル
0DAA, 29600, 7400, frozen partition, Kind_Ftr, FtrIceScreen, こおりのパーテーション
0DAB, 36000, 9000, frozen arch, Kind_Ftr, FtrIceGate, こおりのアーチ
0DAC, 24800, 6200, frozen pillar, Ftr_1x1_Floor, FtrIcePillar, こおりのはしら
0DAD, 26400, 6600, frozen sculpture, Kind_Ftr, FtrIceArt, こおりのアート
0DAE, 36000, 9000, frozen bed, Ftr_2x2_Floor, FtrIceBedW, こおりのベッド
0DAF, 24800, 6200, frozen chair, Ftr_1x1_Chair, FtrIceChairS, こおりのイス
0DB0, 32800, 8200, frozen tree, Ftr_2x2_Floor, FtrIceTree, こおりのツリー
0DB1, 28000, 7000, frozen counter, Ftr_2x1_Floor, FtrIceCounter, こおりのカウンター
0DB5, 17760, 4440, garden bench, Ftr_2x1_Floor, FtrParkbenche, ガーデンベンチ
0DD0, 1600, 400, pinafore, Onepiece_Long, TopsTexOnepieceBlongLKappogi0, かっぽうぎ・こん
0DD2, 2520, 630, chima jeogori, Onepiece_Long, TopsTexOnepieceAlongLChimachogori0, チマチョゴリ・しゅいろ
0DD3, 800, 200, snowflake, Kind_SnowCrystal, SnowCrystal, ゆきのけっしょう
0DD4, 10000, 2500, large snowflake, Kind_SnowCrystal, SnowCrystalLarge, ゆきのだいけっしょう
0DDD, 490, 122, beak, Kind_Accessory, AccessoryMouthBeakYellow, くちばし・イエロー
0DDE, 1120, 280, handlebar mustache, Kind_Accessory, AccessoryMouthBeardBlack, カイゼルひげ・ブラック
0DDF, 9600, 2400, bamboo shelf, Ftr_2x1_Floor, FtrBambooShelf, たけのシェルフ
0DE1, 8080, 2020, bamboo partition, Kind_Ftr, FtrBambooScreen, たけのスクリーン
0DE2, 3520, 880, bamboo candleholder, Ftr_1x1_Floor, FtrBambooCandle, たけのキャンドルホルダー
0DE3, 9600, 2400, bamboo doll, Ftr_1x1_Floor, FtrBambooSurprisedbox, たけのビックリばこ
0DE4, 1920, 480, bamboo stopblock, Kind_Ftr, FtrBambooCarstop, たけのくるまどめ
0DE5, 5120, 1280, bamboo floor lamp, Ftr_1x1_Floor, FtrBambooLamp, たけのフロアスタンド
0DE6, 640, 160, bamboo wall decoration, Kind_Ftr, FtrBambooFlowerwall, たけのいちりんざし
0DE7, 13600, 3400, iron wall lamp, Kind_Ftr, FtrIronLampW, アイアンウォールランプ
0DE8, 30000, 7500, iron worktable, Ftr_2x1_Floor, FtrIronTableM, アイアンワークテーブル
0DE9, 9000, 2250, iron hanger stand, Ftr_1x1_Floor, FtrIronHanger, アイアンハンガースタンド
0DEA, 9800, 2450, iron wall rack, Kind_Ftr, FtrIronShelfW, アイアンウォールラック
0DEB, 42000, 10500, iron shelf, Ftr_2x1_Floor, FtrIronShelf, アイアンシェルフ
0DEC, 888, 222, OK Motors jacket, Kind_NpcOutfit, TopsTexTopYshirtsHRco00, たぬきち夏服トップス
0DED, 2240, 560, security uniform, Onepiece_Long, TopsTexOnepieceOverallLPoliceNavy, けいかんのふく・ネイビー
0DF2, 2520, 630, toga, Onepiece_Long, TopsTexOnepieceBlongHToga0, ローマなふく・レッド
0DF3, 888, 222, pineapple aloha shorts, Kind_NpcOutfit, BottomsTexPantsHalfRco00, たぬきち夏服ボトムス
0DF4, 3220, 805, blossoming kimono, Onepiece_Long, TopsTexOnepieceKimonoLUme0, ウメがらのきもの・ももいろ
0DF5, 3120, 780, mysterious dress, Onepiece_Long, TopsTexOnepieceAlongLGothic0, ゴシックなふく・パープル
0DF6, 2520, 630, chiton, Onepiece_Middle, TopsTexOnepieceBoxNGreece, ギリシャなふく・ホワイト
0DF7, 640, 160, kanji tee, Top_Short, TopsTexTopTshirtsHKanji0, かんじＴシャツ・グリーン
0DF8, 40, 10, moldy dress, Onepiece_Middle, TopsTexOnepieceAlineLMold, かびたワンピース・ベージュ
0DF9, 2520, 630, pharaoh's outfit, Onepiece_Long, TopsTexOnepieceBlongHEgypt, エジプトのふく・ホワイト
0DFA, 840, 210, cardigan-shirt combo, Top_Middle, TopsTexTopYshirtsLCardiganyshirt0, カーディガン&シャツ・イエロー
0DFB, 1200, 300, argyle sweater, Top_Middle, TopsTexTopOuterLArgyle0, アーガイルのセーター・グリーン
0DFC, 33840, 8460, bonsai shelf, Ftr_2x1_Floor, FtrBonsaiShelf, ぼんさいだな
0DFD, 3000, 750, fish-drying rack, Ftr_2x1_Floor, FtrDriedfish, ひもの
0DFE, 290, 72, book, Ftr_1x1_Floor, FtrBookOpened, ほん
0DFF, 2200, 550, fishing-boat flag, Kind_Ftr, FtrBigcatchflag, たいりょうき
0E00, 640, 160, writing poster, Kind_Ftr, FtrStudyposter, がくしゅうポスター
0E02, 210, 52, magazine, Ftr_1x1_Floor, FtrMagagineOpened, ざっし
0E03, 1200, 300, fishing-rod stand, Ftr_1x1_Floor, FtrRodstand, ロッドスタンド
0E04, 2400, 600, signpost, Ftr_1x1_Floor, FtrSignpost, みちしるべ
0E06, 100000, 25000, desktop computer, Ftr_1x1_Floor, FtrDesktopPC, デスクトップPC
0E07, 1200, 300, birthday candles, Ftr_1x1_Floor, FtrBirthdayCandle, バースデーキャンドル
0E08, 400, 100, birthday cake, Ftr_1x1_Floor, FtrBirthdayCake, バースデーケーキ
0E09, 1200, 300, birthday table, Ftr_2x2_Floor, FtrBirthdayTable, バースデーテーブル
0E0A, 1200, 300, birthday sign, Ftr_2x1_Floor, FtrBirthdayBoard, バースデーボード
0E0B, 48000, 12000, park clock, Ftr_1x1_Floor, FtrParkclock, こうえんのとけい
0E0C, 100000, 25000, pool, Kind_Ftr, FtrPool, プール
0E0D, 1200, 300, flower sweater, Top_Middle, TopsTexTopOuterLFlowerknit0, はながらのニット・レッド
0E0F, 1440, 360, tennis sweater, Top_Middle, TopsTexTopOuterLTennis0, テニスセーター・アイボリー
0E16, 2520, 630, desert outfit, Onepiece_Long, TopsTexOnepieceOverallNArabia0, アラビアなふく・パープル
0E17, 700, 175, mummy outfit, Onepiece_Long, TopsTexOnepieceOverallLMummyWhite, ほうたいのふく・ホワイト
0E19, 1280, 320, bone costume, Onepiece_Long, TopsTexOnepieceOverallLBoneWhite, ボーンなふく・ホワイト
0E1A, 1600, 400, wrestler uniform, Onepiece_Long, TopsTexOnepieceOverallNWrestling0, プロレススーツ・レッド
0E1B, 1760, 440, baseball uniform, Onepiece_Long, TopsTexOnepieceOverallLBaseball0, やきゅうのふく・レッド
0E1C, 2240, 560, pilot's uniform, Onepiece_Long, TopsTexOnepieceOverallLPilot0, きちょうのふく・ネイビー
0E1D, 2520, 630, suit of lights, Onepiece_Long, TopsTexOnepieceOverallLBull0, マタドールなふく・ブラック
0E1E, 2520, 630, milkmaid dress, Onepiece_Dress, TopsTexOnepieceDressHHolland0, オランダなドレス・レッド
0E1F, 140000, 35000, open-frame kitchen, Ftr_2x1_Floor, FtrKitchenFlame, フレームキッチン
0E20, 130000, 32500, system kitchen, Ftr_2x1_Floor, FtrKitchenSystem, システムキッチン
0E21, 5760, 1440, stall, Ftr_2x1_Floor, FtrFloat, やたい
0E22, 3960, 990, cutting board, Ftr_1x1_Floor, FtrCuttingboard, カッティングボード
0E23, 3300, 825, soup kettle, Ftr_1x1_Floor, FtrSoupjar, スープジャー
0E24, 280, 70, toy cockroach, Ftr_1x1_Floor, FtrCockroachfake, おもちゃのゴキブリ
0E25, 7700, 1925, loft bed with desk, Ftr_2x1_Floor, FtrBeddesk, ベッドデスク
0E26, 730, 182, floor seat, Ftr_1x1_Chair, FtrFloorchair, ざいす
0E27, 2500, 625, toy box, Ftr_1x1_Floor, FtrToybox, おもちゃばこ
0E28, 12000, 3000, cute bed, Ftr_2x2_Floor, FtrCuteBedW, キュートなベッド
0E2E, 1440, 360, yodel sweater, Top_Middle, TopsTexTopOuterLNordic0, ノルディックなセーター・キャメル
0E2F, 1450, 362, snowy sweater, Top_Middle, TopsTexTopOuterLSnow0, スノーセーター・グレー
0E30, 1440, 360, yodel cardigan, Top_Middle, TopsTexTopOuterLNordiccardigan0, ノルディックなカーディガン・アイスブルー
0E31, 1200, 300, Aran-knit sweater, Top_Middle, TopsTexTopOuterLAran0, アランセーター・レッド
0E33, 1440, 360, dreamy sweater, Top_Middle, TopsTexTopOuterLYumekawa0, ゆめかわなセーター・ピンク
0E34, 5000, 1250, space suit, Onepiece_Long, TopsTexOnepieceOverallLSpaceWhite, うちゅうふく・ホワイト
0E3B, 1300, 325, Aran-knit cardigan, Top_Middle, TopsTexTopOuterLArancardigan0, アランカーディガン・ベージュ
0E46, 400, 100, oil lamp, Ftr_1x1_Floor, FtrSpiritlamp, アルコールランプ
0E47, 2450, 612, racing outfit, Onepiece_Long, TopsTexOnepieceOverallLRacer0, レーサーなふく・レッド
0E4A, 4480, 1120, bamboo basket, Ftr_1x1_Floor, FtrBambooBasket, たけのかご
0E4C, 1600, 400, skirt with suspenders, Onepiece_Middle, TopsTexOnepieceAlineHSuspendersskirt0, つりスカート・レッド
0E4E, 2300, 575, box-skirt uniform, Onepiece_Middle, TopsTexOnepieceBoxLJumperskirtuniform0, ジャンパースカートのせいふく・ネイビー
0E4F, 2000, 500, collarless coat, Top_Long, TopsTexTopCoatLNocollar0, ノーカラーコート・グレー
0E52, 1120, 280, thick-stripes shirt, Top_Middle, TopsTexTopYshirtsLRugby0, ラガーシャツ・イエロー×ネイビー
0E54, 1600, 400, denim overalls, Onepiece_Long, TopsTexOnepieceOverallLSaropetto0, デニムのサロペット・ブルー
0E57, 700, 175, sweatshirt, Top_Middle, TopsTexTopOuterLSweat0, シンプルなトレーナー・グレー
0E58, 120, 30, cardboard box, Ftr_1x1_Floor, FtrCardboard, ダンボール
0E59, 1920, 480, sailor-collar dress, Onepiece_Middle, TopsTexOnepieceBalloonHMarine0, マリンルックワンピース・ホワイト
0E5A, 960, 240, henley shirt, Top_Middle, TopsTexTopTshirtsLHenley0, ヘンリーネックＴシャツ・グリーン
0E5B, 1600, 400, hay bed, Ftr_2x1_Bed, FtrHaybed, ほしくさのベッド
0E5C, 1120, 280, gilet and shirt, Top_Short, TopsTexTopTshirtsHGillet0, ジレコーデＴシャツ・ブラック
0E5D, 960, 240, vertical-stripes shirt, Top_Long, TopsTexTopCoatHStripeshirts0, オーバーストライプシャツ・ブルー
0E60, 1120, 280, coverall coat, Top_Long, TopsTexTopCoatLCoverall0, カバーオール・カーキ
0E61, 990, 247, piano bench, Ftr_1x1_Chair, FtrPianochair, ピアノのイス
0E63, 9080, 2270, plain sink, Ftr_1x1_Floor, FtrWashstandBowl, そぼくなせんめんだい
0E64, 2000, 500, coconut juice, Ftr_1x1_Floor, FtrCoconutjuice, ココナッツジュース
0E65, 2520, 630, sari, Onepiece_Long, TopsTexOnepieceBlongHSally0, サリー・ガーネット
0E66, 2800, 700, adventure dress, Onepiece_Middle, TopsTexOnepieceBalloonHStrangeBlue, ふしぎなワンピース・ブルー
0E67, 1120, 280, guayabera shirt, Top_Short, TopsTexTopYshirtsHCuba0, キューバシャツ・グリーン
0E68, 1680, 420, short peacoat, Top_Long, TopsTexTopCoatLPcoat0, ピーコート・ブラック
0E69, 14040, 3510, sauna heater, Ftr_1x1_Floor, FtrStoveSauna, サウナストーブ
0E6A, 960, 240, collarless shirt, Top_Middle, TopsTexTopYshirtsLNocollar0, ノーカラーシャツ・ブラック
0E6C, 2880, 720, plain wooden shop sign, Ftr_1x1_Floor, FtrSignWood, そぼくなもくせいかんばん
0E6E, 1000, 250, heavy-duty shirt, Top_Middle, TopsTexTopYshirtsLWork0, ワークシャツ・オーカー
0E70, 1600, 400, sweetheart dress, Onepiece_Long, TopsTexOnepieceAlongLBustier0, ビスチェワンピース・ネイビー
0E71, 1500, 375, portable radio, Ftr_1x1_Floor, FtrPortableradio, けいたいラジオ
0E72, 1260, 315, bowling shirt, Top_Short, TopsTexTopYshirtsHBowling0, ボウリングシャツ・レッド
0E73, 2800, 700, fish print, Kind_Ftr, FtrFishprint, ぎょたく
0E74, 840, 210, V-neck sweater, Top_Middle, TopsTexTopTshirtsLVnecksweater0, Ｖネックセーター・ブルー
0E75, 7100, 1775, writing desk, Ftr_2x1_Floor, FtrStudyDesk, がくしゅうデスク
0E76, 1700, 425, writing chair, Ftr_1x1_Chair, FtrStudyChair, がくしゅうチェア
0E77, 3640, 910, fairy dress, Onepiece_Middle, TopsTexOnepieceBalloonNFairy0, ようせいのふく・グリーン
0E78, 1600, 400, kimono sandals, Shoes_Pumps, ShoesSandalGeta0, げた・くろ
0E79, 1400, 350, boa fleece, Top_Middle, TopsTexTopYshirtsLFleece0, ボアフリース・ホワイト
0E7A, 1680, 420, tweed jacket, Top_Middle, TopsTexTopYshirtsLTweed0, ツイードジャケット・ブラウン
0E7B, 1900, 475, suspender outfit, Onepiece_Long, TopsTexOnepieceOverallLSuspenders0, サスペンダーなふく・ブルー
0E7C, 1300, 325, tweed pants, Bottoms_Long, BottomsTexPantsWideTweed0, ツイードパンツ・ブラウン
0E7D, 160, 40, white windflowers, UnitIcon_FlwAnemone, FlwAnemonesWhite, しろいアネモネ
0E7E, 240, 60, white-windflower bag, Kind_FlowerSeed, SeedAnemonesWhite, しろいアネモネ（種）
0E7F, 160, 40, white-windflower stems, Kind_FlowerBud, PltAnemonesWhite1, しろいアネモネのくき
0E80, 160, 40, white-windflower buds, Kind_FlowerBud, PltAnemonesWhite2, しろいアネモネのつぼみ
0E81, 160, 40, orange windflowers, UnitIcon_FlwAnemone, FlwAnemonesOrange, オレンジのアネモネ
0E82, 240, 60, orange-windflower bag, Kind_FlowerSeed, SeedAnemonesOrange, オレンジのアネモネ（種）
0E83, 160, 40, orange-windflower stems, Kind_FlowerBud, PltAnemonesOrange1, オレンジのアネモネのくき
0E84, 160, 40, orange-windflower buds, Kind_FlowerBud, PltAnemonesOrange2, オレンジのアネモネのつぼみ
0E85, 320, 80, blue windflowers, UnitIcon_FlwAnemone, FlwAnemonesBlue, あおいアネモネ
0E86, 320, 80, blue-windflower stems, Kind_FlowerBud, PltAnemonesBlue1, あおいアネモネのくき
0E87, 320, 80, blue-windflower buds, Kind_FlowerBud, PltAnemonesBlue2, あおいアネモネのつぼみ
0E88, 320, 80, pink windflowers, UnitIcon_FlwAnemone, FlwAnemonesPink, ピンクのアネモネ
0E89, 320, 80, pink-windflower stems, Kind_FlowerBud, PltAnemonesPink1, ピンクのアネモネのくき
0E8A, 320, 80, pink-windflower buds, Kind_FlowerBud, PltAnemonesPink2, ピンクのアネモネのつぼみ
0E8B, 160, 40, red windflowers, UnitIcon_FlwAnemone, FlwAnemonesRed, あかいアネモネ
0E8C, 240, 60, red-windflower bag, Kind_FlowerSeed, SeedAnemonesRed, あかいアネモネ（種）
0E8D, 160, 40, red-windflower stems, Kind_FlowerBud, PltAnemonesRed1, あかいアネモネのくき
0E8E, 160, 40, red-windflower buds, Kind_FlowerBud, PltAnemonesRed2, あかいアネモネのつぼみ
0E8F, 960, 240, purple windflowers, UnitIcon_FlwAnemone, FlwAnemonesPurple, むらさきのアネモネ
0E90, 960, 240, purple-windflower stems, Kind_FlowerBud, PltAnemonesPurple1, むらさきのアネモネのくき
0E91, 960, 240, purple-windflower buds, Kind_FlowerBud, PltAnemonesPurple2, むらさきのアネモネのつぼみ
0E92, 160, 40, white hyacinths, UnitIcon_FlwHyacinth, FlwHyacinthWhite, しろいヒヤシンス
0E93, 240, 60, white-hyacinth bag, Kind_FlowerSeed, SeedHyacinthWhite, しろいヒヤシンス（種）
0E94, 160, 40, white-hyacinth stems, Kind_FlowerBud, PltHyacinthWhite1, しろいヒヤシンスのくき
0E95, 160, 40, white-hyacinth buds, Kind_FlowerBud, PltHyacinthWhite2, しろいヒヤシンスのつぼみ
0E96, 160, 40, yellow hyacinths, UnitIcon_FlwHyacinth, FlwHyacinthYellow, きいろいヒヤシンス
0E97, 240, 60, yellow-hyacinth bag, Kind_FlowerSeed, SeedHyacinthYellow, きいろいヒヤシンス（種）
0E98, 160, 40, yellow-hyacinth stems, Kind_FlowerBud, PltHyacinthYellow1, きいろいヒヤシンスのくき
0E99, 160, 40, yellow-hyacinth buds, Kind_FlowerBud, PltHyacinthYellow2, きいろいヒヤシンスのつぼみ
0E9A, 320, 80, pink hyacinths, UnitIcon_FlwHyacinth, FlwHyacinthPink, ピンクのヒヤシンス
0E9B, 320, 80, pink-hyacinth stems, Kind_FlowerBud, PltHyacinthPink1, ピンクのヒヤシンスのくき
0E9C, 320, 80, pink-hyacinth buds, Kind_FlowerBud, PltHyacinthPink2, ピンクのヒヤシンスのつぼみ
0E9D, 320, 80, orange hyacinths, UnitIcon_FlwHyacinth, FlwHyacinthOrange, オレンジのヒヤシンス
0E9E, 320, 80, orange-hyacinth stems, Kind_FlowerBud, PltHyacinthOrange1, オレンジのヒヤシンスのくき
0E9F, 320, 80, orange-hyacinth buds, Kind_FlowerBud, PltHyacinthOrange2, オレンジのヒヤシンスのつぼみ
0EA0, 160, 40, red hyacinths, UnitIcon_FlwHyacinth, FlwHyacinthRed, あかいヒヤシンス
0EA1, 240, 60, red-hyacinth bag, Kind_FlowerSeed, SeedHyacinthRed, あかいヒヤシンス（種）
0EA2, 160, 40, red-hyacinth stems, Kind_FlowerBud, PltHyacinthRed1, あかいヒヤシンスのくき
0EA3, 160, 40, red-hyacinth buds, Kind_FlowerBud, PltHyacinthRed2, あかいヒヤシンスのつぼみ
0EA4, 320, 80, blue hyacinths, UnitIcon_FlwHyacinth, FlwHyacinthBlue, あおいヒヤシンス
0EA5, 320, 80, blue-hyacinth stems, Kind_FlowerBud, PltHyacinthBlue1, あおいヒヤシンスのくき
0EA6, 320, 80, blue-hyacinth buds, Kind_FlowerBud, PltHyacinthBlue2, あおいヒヤシンスのつぼみ
0EA7, 960, 240, purple hyacinths, UnitIcon_FlwHyacinth, FlwHyacinthPurple, むらさきのヒヤシンス
0EA8, 960, 240, purple-hyacinth stems, Kind_FlowerBud, PltHyacinthPurple1, むらさきのヒヤシンスのくき
0EA9, 960, 240, purple-hyacinth buds, Kind_FlowerBud, PltHyacinthPurple2, むらさきのヒヤシンスのつぼみ
0EAA, 160, 40, white mums, UnitIcon_FlwMum, FlwMumWhite, しろいキク
0EAB, 240, 60, white-mum bag, Kind_FlowerSeed, SeedMumWhite, しろいキク（種）
0EAC, 160, 40, white-mum stems, Kind_FlowerBud, PltMumWhite1, しろいキクのくき
0EAD, 160, 40, white-mum buds, Kind_FlowerBud, PltMumWhite2, しろいキクのつぼみ
0EAE, 160, 40, yellow mums, UnitIcon_FlwMum, FlwMumYellow, きいろいキク
0EAF, 240, 60, yellow-mum bag, Kind_FlowerSeed, SeedMumYellow, きいろいキク（種）
0EB0, 160, 40, yellow-mum stems, Kind_FlowerBud, PltMumYellow1, きいろいキクのくき
0EB1, 160, 40, yellow-mum buds, Kind_FlowerBud, PltMumYellow2, きいろいキクのつぼみ
0EB2, 320, 80, purple mums, UnitIcon_FlwMum, FlwMumPurple, むらさきのキク
